Company,Cik,Date,Sentiment_Score
COTY,1024305,20150630,0.006562891
COTY,1024305,20160630,0.066442334
COTY,1024305,20170630,-0.063649134
COTY,1024305,20180630,0.127327714
COTY,1024305,20190630,-0.174059814
COTY,1024305,20200630,-0.073934658
COTY,1024305,20210630,0.03492771
CPB,16732,20150802,0.047258022
CPB,16732,20160731,-0.03326495
CPB,16732,20170730,0.008052219
CPB,16732,20180729,-0.080132995
CPB,16732,20190728,-0.023904099
CPB,16732,20200802,0.098165155
CPB,16732,20210801,0.100568483
CRM,1108524,20150131,0.080652417
CRM,1108524,20160131,0.066120726
CRM,1108524,20170131,0.093363076
CRM,1108524,20180131,0.147738821
CRM,1108524,20190131,0.146290398
CRM,1108524,20200131,0.153165757
CRM,1108524,20210131,-0.022469593
CRM,1108524,20220131,0.105189096
CSCO,858877,20150725,-0.114265874
CSCO,858877,20160730,0.12799898
CSCO,858877,20170729,-0.083826638
CSCO,858877,20180728,0.011562601
CSCO,858877,20190727,0.126760563
CSCO,858877,20200725,-0.032423252
CSCO,858877,20210731,0.122816797
CSRA,1646383,20160401,0.084370357
CSRA,1646383,20170331,0.062708179
CSX,277948,20141226,0.382704425
CSX,277948,20151225,0.344167681
CSX,277948,20161230,0.197219975
CSX,277948,20171231,-0.172070182
CSX,277948,20181231,-0.073336264
CSX,277948,20191231,-0.01397569
CSX,277948,20201231,-0.031560653
CSX,277948,20211231,0.072999029
CTAS,723254,20150531,0.208971483
CTAS,723254,20160531,0.263239471
CTAS,723254,20170531,0.22571003
CTAS,723254,20180531,0.216739431
CTAS,723254,20190531,0.249129564
CTAS,723254,20200531,0.179289227
CTAS,723254,20210531,0.264501363
CTAS,723254,20220531,0.251553405
CTL,18926,20141231,-0.125919636
CTL,18926,20151231,-0.153475838
CTL,18926,20161231,-0.120359903
CTL,18926,20171231,-0.062822765
CTL,18926,20181231,-0.133946913
CTL,18926,20191231,-0.062960652
CTL,18926,20201231,-0.039485097
CTL,18926,20211231,-0.016160793
CTSH,1058290,20141231,0.21267774
CTSH,1058290,20151231,0.169273931
CTSH,1058290,20161231,0.113651679
CTSH,1058290,20171231,0.144751003
CTSH,1058290,20181231,0.161318594
CTSH,1058290,20191231,0.058086614
CTSH,1058290,20201231,-0.29932761
CTSH,1058290,20211231,0.028976552
CTXS,877890,20141231,0.058181825
CTXS,877890,20151231,0.058196565
CTXS,877890,20161231,0.054418612
CTXS,877890,20171231,0.026830689
CTXS,877890,20181231,0.058551191
CTXS,877890,20191231,-0.019182884
CTXS,877890,20201231,-0.016578645
CTXS,877890,20211231,-0.073397174
CVS,64803,20141231,0
CVS,64803,20151231,0
CVS,64803,20161231,0
CVS,64803,20171231,0
CVS,64803,20181231,0
CVS,64803,20191231,-0.052485638
CVS,64803,20201231,-0.024706804
CVS,64803,20211231,0.105106236
CVX,93410,20141231,0
CVX,93410,20151231,0
CVX,93410,20161231,0
CVX,93410,20171231,0
CVX,93410,20181231,0
CVX,93410,20191231,0
CVX,93410,20201231,0
CVX,93410,20211231,0
CXO,1358071,20141231,-0.032983243
CXO,1358071,20151231,-0.051284036
CXO,1358071,20161231,-0.105283671
CXO,1358071,20171231,0.001144649
CXO,1358071,20181231,0.073931852
CXO,1358071,20191231,-0.110322848
D,103682,20141231,-0.057463234
D,103682,20151231,-0.065734644
D,103682,20161231,-0.076184744
D,103682,20171231,-0.028778643
D,103682,20181231,0.017705323
D,103682,20191231,-0.034187018
D,103682,20201231,-0.10497003
D,103682,20211231,-0.012853603
DAL,27904,20141231,0.247052505
DAL,27904,20151231,0.250013025
DAL,27904,20161231,0.143803119
DAL,27904,20171231,0.036560865
DAL,27904,20181231,0.285046753
DAL,27904,20191231,0.133180046
DAL,27904,20201231,-0.019396336
DAL,27904,20211231,0.099077772
DD,30554,20141231,0.166687835
DD,30554,20151231,-0.026987795
DD,30554,20161231,-0.000269395
DD,30554,20171231,0.06995931
DD,30554,20181231,0.009537927
DD,30554,20191231,0.050509803
DD,30554,20201231,0.021891215
DD,30554,20211231,0.101838397
DE,315189,20151031,0
DE,315189,20161031,0
DE,315189,20171029,0
DE,315189,20181028,0
DE,315189,20191103,0
DE,315189,20201101,0
DE,315189,20211031,0
DFS,1393612,20141231,-0.046580959
DFS,1393612,20151231,-0.014375631
DFS,1393612,20161231,-0.049970499
DFS,1393612,20171231,0.031452499
DFS,1393612,20181231,0.031165445
DFS,1393612,20191231,0.044043111
DFS,1393612,20201231,-0.053543049
DFS,1393612,20211231,0.096339201
DG,29534,20150130,0.234695498
DG,29534,20160129,0.160039903
DG,29534,20170203,0.114989325
DG,29534,20180202,0.232033948
DG,29534,20190201,0.264924802
DG,29534,20200131,0.266006431
DG,29534,20210129,0.308174493
DG,29534,20220128,0.189588693
DGX,1022079,20141231,0
DGX,1022079,20151231,0
DGX,1022079,20161231,0
DGX,1022079,20171231,0
DGX,1022079,20181231,0
DGX,1022079,20191231,0
DGX,1022079,20201231,0
DGX,1022079,20211231,0
DHI,882184,20150930,0.270896413
DHI,882184,20160930,0.230155572
DHI,882184,20170930,0.146736964
DHI,882184,20180930,0.169590469
DHI,882184,20190930,0.087341959
DHI,882184,20200930,0.172061469
DHI,882184,20210930,0.227235704
DHR,313616,20141231,0.209766217
DHR,313616,20151231,0.22039181
DHR,313616,20161231,0.259243934
DHR,313616,20171231,0.24834764
DHR,313616,20181231,0.258527386
DHR,313616,20191231,0.211746672
DHR,313616,20201231,0.062803422
DHR,313616,20211231,0.240266001
DIS,1001039,20151003,0.212967302
DIS,1001039,20161001,0.219471445
DIS,1001039,20170930,-0.031633634
DIS,1001039,20180929,-0.037079135
DISCK,1437107,20141231,0.149932652
DISCK,1437107,20151231,0.060437922
DISCK,1437107,20161231,0.033720319
DISCK,1437107,20171231,0.081134407
DISCK,1437107,20181231,0.095984381
DISCK,1437107,20191231,0.06187603
DISCK,1437107,20201231,-0.011885337
DISCK,1437107,20211231,0.026964607
DLPH,1521332,20141231,0.239553782
DLPH,1521332,20151231,0.193848006
DLPH,1521332,20161231,0.164053321
DLPH,1521332,20180205,0.181635987
DLPH,1521332,20181231,0.179830706
DLPH,1521332,20191231,0.144915483
DLPH,1521332,20201231,0.087004042
DLPH,1521332,20211231,0.096724257
DLR,1297996,20141231,-0.031964231
DLR,1297996,20151231,-0.074128629
DLR,1297996,20161231,-0.061857712
DLR,1297996,20171231,-0.0399831
DLR,1297996,20181231,-0.069311715
DLR,1297996,20191231,-0.059117273
DLR,1297996,20201231,-0.115679394
DLR,1297996,20211231,0.051988941
DLTR,935703,20150131,0.029619922
DLTR,935703,20160130,0.036827597
DLTR,935703,20170128,0.058181841
DLTR,935703,20180203,0.228103582
DLTR,935703,20190202,0.076756311
DLTR,935703,20200201,-0.032406467
DLTR,935703,20210130,-0.011587052
DLTR,935703,20220129,-0.00815727
DNB,1115222,20141231,-0.03926617
DNB,1115222,20151231,0.003267879
DNB,1115222,20161231,-0.008130941
DNB,1115222,20171231,0.048529181
DOV,29905,20141231,0.293561938
DOV,29905,20151231,-0.047432946
DOV,29905,20161231,-0.082882814
DOV,29905,20171231,0.196313432
DOV,29905,20181231,0.335635155
DOV,29905,20191231,0.235253318
DOV,29905,20201231,0.300861547
DOV,29905,20211231,0.394796159
DOW,29915,20141231,0.278741763
DOW,29915,20151231,0.15922681
DOW,29915,20161231,0.158615888
DOW,29915,20171231,0.065862975
DOW,29915,20181231,0.167345468
DOW,29915,20191231,-0.007970091
DOW,29915,20201231,0.039322869
DOW,29915,20211231,0.204767409
DPS,1418135,20141231,0.078435657
DPS,1418135,20151231,0.184525835
DPS,1418135,20161231,0.26837188
DPS,1418135,20171231,0.276322449
DPS,1418135,20181231,0.139013611
DPS,1418135,20191231,0.225133856
DPS,1418135,20201231,0.159920648
DPS,1418135,20211231,0.2265151
DRI,940944,20150531,0
DRI,940944,20160529,0
DRI,940944,20170528,0.220219468
DRI,940944,20180527,0.21261698
DRI,940944,20190526,0.100006165
DRI,940944,20200531,-0.078227986
DRI,940944,20210530,0.074461035
DRI,940944,20220529,0.07335283
DTE,28385,20151231,0.099031416
DTE,28385,20161231,0.036607048
DTE,28385,20171231,0.149925619
DTE,28385,20181231,0.082490194
DTE,28385,20191231,0.147951342
DTE,28385,20201231,0.070598387
DTE,28385,20211231,0.065303476
DTE,936340,20141231,0.222837544
DVA,927066,20141231,-0.00651184
DVA,927066,20151231,0.107055213
DVA,927066,20161231,-0.008549993
DVA,927066,20171231,-0.031966983
DVA,927066,20181231,-0.142475102
DVA,927066,20191231,-0.005786085
DVA,927066,20201231,-0.167093214
DVA,927066,20211231,-0.182986869
DVN,1090012,20141231,0.100063645
DVN,1090012,20151231,-0.024924876
DVN,1090012,20161231,0.065711158
DVN,1090012,20171231,0.08481036
DVN,1090012,20181231,0.222808685
DVN,1090012,20191231,0.179406588
DVN,1090012,20201231,0.122477211
DVN,1090012,20211231,0.196171784
EA,712515,20150331,0.088407778
EA,712515,20160331,0.10558372
EA,712515,20170331,0.081450095
EA,712515,20180331,0.123660028
EA,712515,20190331,0.075587831
EA,712515,20200331,0.103481894
EA,712515,20210331,0.157622345
EA,712515,20220331,0.166019443
EBAY,1065088,20141231,0.070395106
EBAY,1065088,20151231,0.069962214
EBAY,1065088,20161231,0.006645662
EBAY,1065088,20171231,-0.012533996
EBAY,1065088,20181231,-0.01483336
EBAY,1065088,20191231,0.018739097
EBAY,1065088,20201231,0.091072246
EBAY,1065088,20211231,0.043545975
ECL,31462,20141231,0
ECL,31462,20151231,0.09566558
ECL,31462,20161231,0.084280831
ECL,31462,20171231,0.160971899
ECL,31462,20181231,0.150269809
ECL,31462,20191231,0.178517562
ECL,31462,20201231,0.098252598
ECL,31462,20211231,0.100236893
ED,23632,20141231,-0.017091685
ED,23632,20151231,0
ED,23632,20161231,0
ED,23632,20171231,0
ED,23632,20181231,-0.004999254
ED,23632,20191231,0
ED,23632,20201231,-0.08379883
ED,23632,20211231,-0.052750334
EFX,33185,20141231,0.182049109
EFX,33185,20151231,0.121907627
EFX,33185,20161231,0.155471216
EFX,33185,20171231,0.070967974
EFX,33185,20181231,0.064141715
EFX,33185,20191231,0.041363134
EFX,33185,20201231,-0.007305991
EFX,33185,20211231,0.114132165
EIX,92103,20141231,-0.120433117
EIX,92103,20151231,-0.122805532
EIX,92103,20161231,-0.080429423
EIX,92103,20171231,-0.134038722
EIX,92103,20181231,-0.121231735
EIX,92103,20191231,-0.167506287
EIX,92103,20201231,-0.194871306
EIX,92103,20211231,-0.161979022
EL,1001250,20150630,0.106604852
EL,1001250,20160630,0.228719972
EL,1001250,20170630,0.272407723
EL,1001250,20180630,0.27120201
EL,1001250,20190630,0.134640466
EL,1001250,20200630,-0.082723207
EL,1001250,20210630,0.128864029
EMN,915389,20141231,0.077560267
EMN,915389,20151231,-0.092110877
EMN,915389,20161231,-0.151244495
EMN,915389,20171231,-0.03101268
EMN,915389,20181231,0.000650592
EMN,915389,20191231,-0.102969453
EMN,915389,20201231,-0.254745163
EMN,915389,20211231,-0.068156951
EMR,32604,20150930,0
EMR,32604,20160930,-0.112020886
EMR,32604,20170930,0.000691274
EMR,32604,20180930,0.318222923
EMR,32604,20190930,0.259983929
EMR,32604,20200930,0.06489491
EMR,32604,20210930,0.183661942
ENDP,1593034,20141231,-0.000904167
ENDP,1593034,20151231,0.001716346
ENDP,1593034,20161231,-0.072153751
ENDP,1593034,20171231,0.006946048
ENDP,1593034,20181231,-0.04408989
ENDP,1593034,20191231,-0.02926255
ENDP,1593034,20201231,-0.093994924
ENDP,1593034,20211231,-0.151895332
EOG,821189,20141231,0.051626947
EOG,821189,20151231,0.05262026
EOG,821189,20161231,0.005542209
EOG,821189,20171231,0.07441151
EOG,821189,20181231,0.196903628
EOG,821189,20191231,0.119994834
EOG,821189,20201231,-0.046608101
EOG,821189,20211231,0.005736785
EQIX,1101239,20141231,0.14159515
EQIX,1101239,20151231,0.148834393
EQIX,1101239,20161231,0.142411628
EQIX,1101239,20171231,0.093567884
EQIX,1101239,20181231,0.155351445
EQIX,1101239,20191231,0.093503668
EQIX,1101239,20201231,0.073699431
EQIX,1101239,20211231,0.091966725
EQR,906107,20141231,0.114489963
EQR,906107,20151231,0.120206002
EQR,906107,20161231,0.085434676
EQR,906107,20171231,0.093803949
EQR,906107,20181231,0.079966001
EQR,906107,20191231,0.112136245
EQR,906107,20201231,0.179188013
EQR,906107,20211231,0.064761408
EQT,33213,20141231,0.205508277
EQT,33213,20151231,0.079291249
EQT,33213,20161231,0.024734592
EQT,33213,20171231,0.063877636
EQT,33213,20181231,0.027283161
EQT,33213,20191231,-0.083423176
EQT,33213,20201231,-0.020202896
EQT,33213,20211231,-0.067427567
ES,13372,20141231,0.065872661
ES,13372,20151231,0.135437147
ES,13372,20161231,0.092490782
ES,13372,20171231,0.066059279
ES,13372,20181231,0.000904438
ES,13372,20191231,0.033729888
ES,13372,20201231,-0.016555891
ES,13372,20211231,0.003937941
ESRX,1532063,20141231,0.151971101
ESRX,1532063,20151231,0.099419714
ESRX,1532063,20161231,0.152319364
ESRX,1532063,20171231,0.056221781
ESS,920522,20141231,0.061924102
ESS,920522,20151231,0.01127121
ESS,920522,20161231,-0.00014179
ESS,920522,20171231,-0.016384909
ESS,920522,20181231,0.02821756
ESS,920522,20191231,0.013309374
ESS,920522,20201231,-0.1115794
ESS,920522,20211231,-0.123206124
ETFC,1015780,20141231,0.116829184
ETFC,1015780,20151231,0.080706189
ETFC,1015780,20161231,-0.028105411
ETFC,1015780,20171231,0.007053751
ETFC,1015780,20181231,-0.097261794
ETFC,1015780,20191231,-0.018597143
ETN,1551182,20141231,0
ETN,1551182,20151231,0
ETN,1551182,20161231,0
ETN,1551182,20171231,0
ETN,1551182,20181231,0
ETN,1551182,20191231,0
ETN,1551182,20201231,0
ETN,1551182,20211231,0
EVHC,1678531,20161231,0.041363931
EVHC,1678531,20171231,0.032782351
EW,1099800,20141231,0.306893373
EW,1099800,20151231,0.176963095
EW,1099800,20161231,0.226199467
EW,1099800,20171231,0.195719874
EW,1099800,20181231,0.251207847
EW,1099800,20191231,0.173556519
EW,1099800,20201231,-0.111619651
EW,1099800,20211231,0.13327808
EXC,8192,20161231,0.044371144
EXC,8192,20171231,0.004373469
EXC,8192,20181231,0.012117317
EXC,8192,20191231,0.067917593
EXC,8192,20201231,0.01152932
EXC,8192,20211231,0.059921556
EXC,9466,20141231,0.051981381
EXC,9466,20151231,0.045184308
EXPD,746515,20141231,0.114889778
EXPD,746515,20151231,0.191983744
EXPD,746515,20161231,0.002269763
EXPD,746515,20171231,0.120038746
EXPD,746515,20181231,0.225971066
EXPD,746515,20191231,-0.046167472
EXPD,746515,20201231,-0.140736212
EXPD,746515,20211231,-0.217017034
EXPE,1324424,20141231,0.156631154
EXPE,1324424,20151231,0.071914994
EXPE,1324424,20161231,0.128062087
EXPE,1324424,20171231,0.194945868
EXPE,1324424,20181231,0.197641556
EXPE,1324424,20191231,0.027310231
EXPE,1324424,20201231,-0.113290199
EXPE,1324424,20211231,-0.04771776
EXR,1289490,20141231,0.07226215
EXR,1289490,20151231,0.042750424
EXR,1289490,20161231,0.06538618
EXR,1289490,20171231,0.033852189
EXR,1289490,20181231,0.039515136
EXR,1289490,20191231,0.095105914
EXR,1289490,20201231,0.128609217
EXR,1289490,20211231,0.14467033
F,37996,20141231,0.220250124
F,37996,20151231,0.175396062
F,37996,20161231,0.222620106
F,37996,20171231,0.073921916
F,37996,20181231,0.034888313
F,37996,20191231,-0.038009282
F,37996,20201231,-0.088701246
F,37996,20211231,0.037043497
FAST,815556,20141231,0.302221752
FAST,815556,20151231,0.267161638
FAST,815556,20161231,0.256684804
FAST,815556,20171231,0.110732009
FAST,815556,20181231,0.195759073
FAST,815556,20191231,0.276679604
FAST,815556,20201231,0.077077739
FAST,815556,20211231,0.180887001
FB,1326801,20141231,0.174521268
FB,1326801,20151231,0.085563724
FB,1326801,20161231,0.014966377
FB,1326801,20171231,0.036759935
FB,1326801,20181231,0.084688906
FB,1326801,20191231,0.047639502
FB,1326801,20201231,-0.032262808
FB,1326801,20211231,-0.027239625
FBHS,1519751,20141231,0.246130357
FBHS,1519751,20151231,0.202870891
FBHS,1519751,20161231,0.183235365
FBHS,1519751,20171231,0.166104043
FBHS,1519751,20181231,0.132593594
FBHS,1519751,20191231,0.035487727
FBHS,1519751,20201231,0.11027084
FBHS,1519751,20211231,0.189620065
FCX,831259,20141231,0.034443384
FCX,831259,20151231,0.008890195
FCX,831259,20161231,-0.020603608
FDX,1048911,20150531,0
FDX,1048911,20160531,0
FDX,1048911,20170531,0
FDX,1048911,20180531,0
FDX,1048911,20190531,0
FDX,1048911,20200531,0
FDX,1048911,20210531,0.185371709
FDX,1048911,20220531,0.102482461
FE,1031296,20141231,-0.005239684
FE,1031296,20151231,0.029190721
FE,1031296,20161231,-0.113511238
FE,1031296,20171231,-0.081490382
FE,1031296,20181231,0.032772735
FE,1031296,20191231,0.043697575
FE,1031296,20201231,-0.003707332
FE,1031296,20211231,0.04359956
FFIV,1048695,20150930,0.064425243
FFIV,1048695,20160930,0.031489373
FFIV,1048695,20170930,0.031749508
FFIV,1048695,20180930,-0.033636426
FFIV,1048695,20190930,0
FFIV,1048695,20200930,0.059398186
FFIV,1048695,20210930,0.077767423
FIS,1136893,20141231,0.20290783
FIS,1136893,20151231,0.159951751
FIS,1136893,20161231,0.131996538
FIS,1136893,20171231,0.139739676
FIS,1136893,20181231,0.175632314
FIS,1136893,20191231,0.270090179
FIS,1136893,20201231,0.10342703
FIS,1136893,20211231,0.20021945
FISV,798354,20141231,0.262544624
FISV,798354,20151231,0.290716907
FISV,798354,20161231,0.384784165
FISV,798354,20171231,0.364664943
FISV,798354,20181231,0.215215468
FISV,798354,20191231,0.183585247
FISV,798354,20201231,0.144022904
FISV,798354,20211231,0.123744984
FITB,35527,20141231,-0.053297546
FITB,35527,20151231,-0.100862878
FITB,35527,20161231,0.051267149
FITB,35527,20171231,0.057262657
FITB,35527,20181231,0.08687436
FITB,35527,20191231,0.131150382
FITB,35527,20201231,0.076707308
FITB,35527,20211231,0.046462963
FL,850209,20150131,0.259639347
FL,850209,20160130,0.245645231
FL,850209,20170128,0.272134411
FL,850209,20180203,0.146366777
FL,850209,20190202,0.018369722
FL,850209,20200201,0.184017732
FL,850209,20210130,-0.043079644
FL,850209,20220129,0.166598968
FLR,1124198,20141231,0.26456925
FLR,1124198,20151231,0.034125291
FLR,1124198,20161231,0.016304195
FLR,1124198,20171231,0.020680744
FLR,1124198,20181231,-0.044617701
FLR,1124198,20191231,-0.176419393
FLR,1124198,20201231,-0.182996565
FLR,1124198,20211231,0.036801406
FLS,30625,20141231,0.155037745
FLS,30625,20151231,-0.121070669
FLS,30625,20161231,-0.137847523
FLS,30625,20171231,0.024043626
FLS,30625,20181231,0.179453889
FLS,30625,20191231,0.222585623
FLS,30625,20201231,-0.070599566
FLS,30625,20211231,0.146894348
FMC,37785,20141231,0.133398058
FMC,37785,20151231,0.143630671
FMC,37785,20161231,0.053831019
FMC,37785,20171231,0.127277356
FMC,37785,20181231,0.14865406
FMC,37785,20191231,0.169461209
FMC,37785,20201231,0.136912582
FMC,37785,20211231,0.125831919
FOX,1308161,20150630,0.08574448
FOX,1308161,20160630,0.03913715
FOX,1308161,20170630,-0.00016237
FOX,1308161,20180630,-0.026120149
FOXA,1308161,20150630,0.08574448
FOXA,1308161,20160630,0.03913715
FOXA,1308161,20170630,-0.00016237
FOXA,1308161,20180630,-0.026120149
FRT,34903,20141231,-0.005699503
FRT,34903,20151231,0.045086382
FRT,34903,20161231,0.00365941
FRT,34903,20171231,0.003684833
FRT,34903,20181231,0.028110283
FRT,34903,20191231,-0.001487414
FRT,34903,20201231,0.003567472
FRT,34903,20211231,0.022785337
FSLR,1274494,20141231,0.027885322
FSLR,1274494,20151231,0.07695918
FSLR,1274494,20161231,0.071241028
FSLR,1274494,20171231,-0.055145652
FSLR,1274494,20181231,0.044778592
FSLR,1274494,20191231,-0.014904392
FSLR,1274494,20201231,-0.107127095
FSLR,1274494,20211231,-0.051641451
FTI,1135152,20141231,0.166033303
FTI,1135152,20151231,-0.109918512
FTR,20520,20141231,-0.071621244
FTR,20520,20151231,-0.089213282
FTR,20520,20161231,-0.109385272
FTR,20520,20171231,-0.112863004
FTR,20520,20181231,-0.106013101
FTR,20520,20191231,-0.217535232
FTR,20520,20201231,-0.062567705
FTR,20520,20211231,0.074419261
FTV,1659166,20161231,0.128026385
FTV,1659166,20171231,0.197141581
FTV,1659166,20181231,0.272914943
FTV,1659166,20191231,0.067411413
FTV,1659166,20201231,0.068676765
FTV,1659166,20211231,0.188457383
GD,40533,20141231,0.046855669
GD,40533,20151231,0.124955388
GD,40533,20161231,0.252841539
GD,40533,20171231,0.256894018
GD,40533,20181231,0.334618295
GD,40533,20191231,0.236495061
GD,40533,20201231,0.109207453
GD,40533,20211231,0.049643463
GE,40545,20150227,-0.062138619
GE,40545,20151231,-0.033660265
GE,40545,20161231,0.005764263
GE,40545,20171231,-0.050103476
GE,40545,20181231,-0.090751247
GE,40545,20191231,-0.117422778
GILD,882095,20141231,0.110263856
GILD,882095,20151231,0.155426982
GILD,882095,20161231,0.116255594
GILD,882095,20171231,-0.002968826
GILD,882095,20181231,-0.062890708
GILD,882095,20191231,0.116723694
GILD,882095,20201231,-0.063891648
GILD,882095,20211231,0.071171041
GIS,40704,20150531,0.035648834
GIS,40704,20160529,0.064071362
GIS,40704,20170528,0.030060276
GIS,40704,20180527,0.053306228
GIS,40704,20190526,0.13507588
GIS,40704,20200531,0.107689276
GIS,40704,20210530,0.191625673
GIS,40704,20220529,0.663389384
GLW,24741,20141231,0.215525852
GLW,24741,20151231,0.115640638
GLW,24741,20161231,0.055979015
GLW,24741,20171231,0.167993088
GLW,24741,20181231,0.21840525
GLW,24741,20191231,0.025065015
GLW,24741,20201231,-0.115753882
GLW,24741,20211231,0.148435372
GM,1467858,20141231,0.157655373
GM,1467858,20151231,0.083938945
GM,1467858,20161231,-0.044962485
GM,1467858,20171231,0.130944489
GM,1467858,20181231,0.184951952
GM,1467858,20191231,0.0864702
GM,1467858,20201231,-0.035347027
GM,1467858,20211231,0.103137297
GOOGL,1288776,20151231,0.16231867
GOOGL,1652044,20161231,0.124023865
GOOGL,1652044,20171231,0.236095819
GOOGL,1652044,20181231,0.136944198
GOOGL,1652044,20191231,0.108005527
GOOGL,1652044,20201231,0.084888438
GOOGL,1652044,20211231,0.00339149
GPC,40987,20141231,0.279802741
GPC,40987,20151231,0.418822954
GPC,40987,20161231,0.285119489
GPC,40987,20171231,0.3150665
GPC,40987,20181231,0.420539319
GPC,40987,20191231,0.195795625
GPC,40987,20201231,0.268662613
GPC,40987,20211231,0.217754875
GPN,1123360,20150531,0.117989431
GPN,1123360,20160531,0.14926483
GPN,1123360,20171231,0.101163287
GPN,1123360,20181231,0.061834214
GPN,1123360,20191231,0.030244371
GPN,1123360,20201231,0.119322244
GPN,1123360,20211231,0.205779514
GPS,39911,20150131,0.006192364
GPS,39911,20160130,0.040343361
GPS,39911,20170128,0.097263373
GPS,39911,20180203,0.145210158
GPS,39911,20190202,-0.005439261
GPS,39911,20200201,-0.060036938
GPS,39911,20210130,0.009459471
GPS,39911,20220129,0.040636429
GRMN,1121788,20141227,0.223291965
GRMN,1121788,20151226,0.228582603
GRMN,1121788,20161231,0.194999526
GRMN,1121788,20171230,0.13814852
GRMN,1121788,20181229,0.210753731
GRMN,1121788,20191228,0.149740572
GRMN,1121788,20201226,0.11391466
GRMN,1121788,20211225,0.202806136
GS,886982,20141231,0.02084433
GS,886982,20151231,0.066556251
GS,886982,20161231,0.029709558
GS,886982,20171231,0.001052628
GS,886982,20181231,0.06853519
GS,886982,20191231,0.032721465
GS,886982,20201231,0.046882994
GS,886982,20211231,0.05205489
GT,42582,20141231,0.025064822
GT,42582,20151231,-0.06104613
GT,42582,20161231,-0.011285485
GT,42582,20171231,-0.03990104
GT,42582,20181231,0.069625515
GT,42582,20191231,-0.130565476
GT,42582,20201231,-0.064853257
GT,42582,20211231,0.041412862
GWW,277135,20141231,0.239577817
GWW,277135,20151231,-0.017982427
GWW,277135,20161231,-0.067302078
GWW,277135,20171231,0.184383529
GWW,277135,20181231,0.220371376
GWW,277135,20191231,0.184708481
GWW,277135,20201231,-0.101102118
GWW,277135,20211231,0.132367338
HAL,45012,20141231,0
HAL,45012,20151231,0
HAL,45012,20161231,0
HAL,45012,20171231,0
HAL,45012,20181231,0
HAL,45012,20191231,0.12777854
HAL,45012,20201231,-0.184769525
HAL,45012,20211231,0.153872388
HAR,800459,20150630,0.19082772
HAR,800459,20160630,0.113185957
HAS,46080,20141228,0.182372123
HAS,46080,20151227,0.08444123
HAS,46080,20161225,0.159530022
HAS,46080,20171231,0.15749428
HAS,46080,20181230,-0.069241772
HAS,46080,20191229,-0.155186415
HAS,46080,20201227,-0.053725174
HAS,46080,20211226,0.147275336
HBAN,49196,20141231,0.171939971
HBAN,49196,20151231,0.189489448
HBAN,49196,20161231,0.185201916
HBAN,49196,20171231,0.180466391
HBAN,49196,20181231,0.155609818
HBAN,49196,20191231,0.072219545
HBAN,49196,20201231,0.042381066
HBAN,49196,20211231,0.110649841
HBI,1359841,20150103,0.171760688
HBI,1359841,20160102,0.148736909
HBI,1359841,20161231,0.017671769
HBI,1359841,20171230,0.115063646
HBI,1359841,20181229,0.081402815
HBI,1359841,20191228,0.149071291
HBI,1359841,20210102,-0.116051018
HBI,1359841,20220101,0.018689351
HCA,860730,20141231,0.031504899
HCA,860730,20151231,0.074295846
HCA,860730,20161231,0.136766514
HCA,860730,20171231,0.137430652
HCA,860730,20181231,0.105680825
HCA,860730,20191231,0.123350388
HCA,860730,20201231,-0.074937812
HCA,860730,20211231,0.032600388
HCN,766704,20141231,-0.07394824
HCN,766704,20151231,-0.027998878
HCN,766704,20161231,-0.027390249
HCN,766704,20171231,-0.030687228
HCN,766704,20181231,-0.029090047
HCN,766704,20191231,-0.025534507
HCN,766704,20201231,-0.122306636
HCN,766704,20211231,-0.04347426
HCP,765880,20141231,0.076611418
HCP,765880,20151231,-0.014518404
HCP,765880,20161231,0.011486239
HCP,765880,20171231,-0.029425331
HCP,765880,20181231,-0.038277955
HCP,765880,20191231,0.013496086
HCP,765880,20201231,-0.058774455
HCP,765880,20211231,-0.020443684
HD,354950,20150201,0.337373791
HD,354950,20160131,0.305195036
HD,354950,20170129,0.366168706
HD,354950,20180128,0.276461815
HD,354950,20190203,0.379161498
HD,354950,20200202,0.070182592
HD,354950,20210131,0.224071862
HD,354950,20220130,0.215846764
HES,4447,20141231,-0.020902158
HES,4447,20151231,-0.073564373
HES,4447,20161231,-0.087163973
HES,4447,20171231,-0.066404169
HES,4447,20181231,0.010240443
HES,4447,20191231,0.057695845
HES,4447,20201231,0.089512857
HES,4447,20211231,0.054707825
HIG,874766,20141231,0.024091398
HIG,874766,20151231,0.077780346
HIG,874766,20161231,-0.001180352
HIG,874766,20171231,0.010328696
HIG,874766,20181231,0.036822654
HIG,874766,20191231,-0.009928962
HIG,874766,20201231,-0.047579719
HIG,874766,20211231,0.022275143
HOG,793952,20141231,0.167768262
HOG,793952,20151231,0.057086671
HOG,793952,20161231,0.047798157
HOG,793952,20171231,0.113649093
HOG,793952,20181231,0.031106572
HOG,793952,20191231,0.057409658
HOG,793952,20201231,-0.060913047
HOG,793952,20211231,0.131279787
HOLX,859737,20150926,0.13935616
HOLX,859737,20160924,0.152435902
HOLX,859737,20170930,0.010453006
HOLX,859737,20180929,0.006752762
HOLX,859737,20190928,-0.021354755
HOLX,859737,20200926,-0.097192184
HOLX,859737,20210925,0.101251075
HON,773840,20141231,0.232452682
HON,773840,20151231,0.275052245
